OGNTsort	CUV
121227	｛8＃願你們穿得煖｜131981｝
121228	
121229	｛9＃喫得飽，｜131983｝
121230	｛11＃不｜131984｝
121231	｛12＃給｜131985｝
121232	｛10＃卻｜131986｝
121233	｛13＃他們｜131987｝
121234	｛15＃所｜131988｝
121235	｛16＃需用的，｜131989｝
121236	
121237	｛14＃身體｜131991｝
121238	｛18＃有甚麼｜131992｝
121239	｛17＃這｜131993｝
121240	｛19＃益處呢。｜131994｝
121241	｛1＃這樣，｜131996｝
121242	
121243	
121244	｛2＃信心｜131999｝
121245	｛3＃若｜132000｝
121246	｛4＃沒｜132001｝
121247	｛5＃有｜132002｝
121248	｛6＃行為｜132003｝
121249	｛8＃死的。｜132004｝
121250	｛7＃就是｜132005｝
121251	
121252	
121253	｛1＃必｜132008｝
121254	｛3＃說，｜132009｝
121255	｛2＃有人｜132010｝
121256	｛4＃你｜132011｝
121257	｛6＃信心，｜132012｝
121258	｛5＃有｜132013｝
121259	｛7＃我｜132014｝
121260	｛9＃行為；｜132015｝
121261	｛8＃有｜132016｝
121262	｛15＃指給｜132017｝
121263	｛16＃我｜132018｝〈17＊看，｜132034〉
121264	｛13＃的｜132019｝
121265	｛14＃信心｜132020｝
121266	｛10＃你將你｜132021｝
121267	｛11＃沒有｜132022｝
121268	
121269	｛12＃行為｜132024｝
121270	｛18＃我便｜132025｝
121271	｛26＃你｜132026｝〈27＊看。｜132036〉
121272	｛25＃指給｜132027｝
121273	｛19＃藉着｜132028｝
121274	
121275	｛21＃行為，｜132030｝〈22＊將我｜132035〉
121276	｛20＃我的｜132031｝
121277	｛23＃的｜132032｝
121278	｛24＃信心｜132033｝
121279	｛1＃你｜132037｝
121280	｛2＃信｜132038｝
121281	｛4＃只｜132039｝
121282	｛6＃一位，｜132040｝
121283	｛5＃有｜132041｝
121284	
121285	｛3＃神｜132043｝
121286	｛8＃不錯；｜132044｝
121287	｛7＃你信的｜132045｝
121288	｛10＃也｜132046｝
121289	
121290	｛9＃鬼魔｜132048｝
121291	｛11＃信，｜132049｝
121292	｛12＃卻是｜132050｝
121293	｛13＃戰驚。｜132051｝
121294	｛4＃你願意｜132052｝
121295	
121296	｛5＃知道｜132054｝
121297	｛3＃哪，｜132055｝
121298	｛2＃人｜132056｝
121299	｛1＃虛浮的｜132057｝
121300	
121301	｛8＃的｜132059｝
121302	｛9＃信心｜132060｝
121303	｛6＃沒有｜132061｝
121304	
121305	｛7＃行為｜132063｝
121306	｛11＃死的麼。｜132064｝
121307	｛10＃是｜132065｝
121308	｛3＃亞伯拉罕，｜132066｝
121309	
121310	｛2＃祖宗｜132068｝
121311	｛1＃我們的｜132069｝
121312	｛11＃豈不是｜132070｝
121313	｛12＃因｜132071｝
121314	｛13＃行為｜132072｝
121315	｛14＃稱義麼。｜132073｝
121316	｛7＃獻｜132074｝
121317	｛6＃以撒｜132075｝
121318	
121319	｛5＃兒子｜132077｝
121320	｛4＃把他｜132078｝
121321	｛8＃在｜132079｝
121322	
121323	｛9＃壇｜132081｝〈10＊上，｜132082〉
121324	｛1＃可見｜132083｝
121325	｛3＃是｜132084｝
121326	
121327	｛2＃信心｜132086｝
121328	｛6＃並行，｜132087｝
121329	
121330	｛5＃行為｜132089｝
121331	｛4＃與他的｜132090｝
121332	｛7＃而且｜132091｝
121333	｛9＃因着｜132092｝
121334	
121335	｛10＃行為｜132094｝
121336	
121337	｛8＃信心｜132096｝
121338	｛11＃纔得成全；｜132097｝
121339	｛2＃就｜132098｝
121340	｛3＃應驗｜132099｝
121341	
121342	｛4＃經上｜132101｝
121343	｛1＃這｜132102｝
121344	｛5＃所說，｜132103｝
121345	｛7＃信｜132104｝
121346	
121347	｛6＃亞伯拉罕｜132106｝
121348	
121349	｛8＃神，｜132108｝
121350	｛9＃這就｜132109｝
121351	｛10＃算｜132110｝
121352	｛12＃他的｜132111｝
121353	｛11＃為｜132112｝
121354	｛13＃義，｜132113｝〈14＊他｜132118〉
121355	｛15＃又｜132114｝
121356	｛18＃朋友。｜132115｝
121357	｛17＃神的｜132116｝
121358	｛16＃得稱為｜132117｝
121359	｛1＃這樣看來，｜132119｝
121360	｛4＃是｜132120｝
121361	｛5＃因着｜132121｝
121362	｛6＃行為，｜132122｝
121363	｛3＃稱義｜132123｝
121364	｛2＃人｜132124｝
121365	
121366	｛7＃不是｜132126｝
121367	｛9＃因着｜132127｝
121368	｛10＃信。｜132128｝
121369	｛8＃單｜132129｝
121370	｛11＃一樣｜132131｝
121371	
121372	｛10＃也是｜132133｝
121373	｛2＃喇合｜132134｝
121374	
121375	｛1＃妓女｜132136｝
121376	｛9＃不｜132137｝
121377	｛12＃因｜132138｝
121378	｛13＃行為｜132139｝
121379	｛14＃稱義麼。｜132140｝
121380	｛3＃接待｜132141｝
121381	
121382	｛4＃使者，｜132143｝
121383	｛5＃又｜132144｝
121384	｛7＃從別的｜132145｝
121385	｛8＃路上出去，｜132146｝
121386	｛6＃放他們｜132147｝
121387	
121388	
121389	
121390	｛1＃身體｜132152｝
121391	｛2＃沒有｜132153｝
121392	｛3＃靈魂｜132154｝
121393	｛5＃死的，｜132155｝
121394	｛4＃是｜132156｝
121395	
121396	｛9＃也｜132158｝
121397	
121398	｛6＃信心｜132160｝
121399	｛7＃沒有｜132161｝
121400	｛8＃行為｜132162｝
121401	｛11＃死的。｜132163｝
121402	｛10＃是｜132164｝
121403	｛3＃不要｜132166｝
121404	｛4＃多人｜132167｝
121405	｛6＃師傅，｜132168｝
121406	｛5＃作｜132169｝
121407	｛2＃弟兄們，｜132170｝
121408	｛1＃我的｜132171｝
121409	｛8＃曉得｜132172｝
121410	｛7＃因為｜132173｝
121411	｛10＃更重的｜132174｝
121412	｛11＃判斷。｜132175｝
121413	｛9＃我們要受｜132176｝
121414	｛4＃都有｜132177｝
121415	｛1＃原來｜132178｝〈2＊我們｜132196〉
121416	｛5＃過失；｜132179｝
121417	｛3＃在許多事上｜132180｝
121418	｛6＃若｜132181｝
121419	｛7＃有人｜132182｝
121420	｛8＃在｜132183｝
121421	｛9＃話語｜132184｝〈10＊上｜132197〉
121422	｛11＃沒有｜132185｝
121423	｛12＃過失，｜132186｝
121424	｛13＃他就是｜132187｝
121425	｛14＃完全｜132188｝
121426	｛15＃人，｜132189｝
121427	｛17＃能｜132190｝
121428	｛18＃勒住｜132191｝
121429	｛16＃也｜132192｝
121430	｛20＃全｜132193｝
121431	｛19＃自己的｜132194｝
121432	｛21＃身。｜132195｝
121433	〈1＊我們｜132219〉｛2＃若｜132198｝
121434	
121435	
121436	｛7＃馬｜132201｝
121437	｛3＃把｜132202｝
121438	｛4＃嚼環｜132203｝
121439	｛6＃在｜132204｝
121440	
121441	｛8＃嘴｜132206｝〈9＊裏，｜132220〉
121442	｛5＃放｜132207｝
121443	｛10＃叫｜132208｝
121444	
121445	｛12＃順服，｜132210｝
121446	｛11＃他｜132211｝
121447	
121448	｛13＃就｜132213｝
121449	｛17＃全｜132214｝
121450	｛16＃的｜132215｝
121451	｛18＃身。｜132216｝
121452	｛15＃他｜132217｝
121453	｛14＃能調動｜132218｝
121454	｛1＃看哪，｜132221｝
121455	
121456	
121457	｛2＃船隻｜132224｝
121458	｛4＃甚大，｜132225｝
121459	｛3＃雖然｜132226｝
121460	｛5＃又｜132227｝
121461	｛6＃被｜132228｝
121462	｛8＃風｜132229｝
121463	｛7＃大｜132230｝
121464	｛9＃催逼，｜132231｝
121465	｛18＃轉動。｜132232｝
121466	｛10＃只用｜132233｝
121467	｛11＃小小的｜132234｝
121468	｛12＃舵，｜132235｝
121469	｛13＃就｜132236｝
121470	
121471	｛17＃意思｜132238｝
121472	｛16＃的｜132239｝
121473	｛15＃掌舵｜132240｝
121474	｛14＃隨着｜132241｝
121475	｛1＃這樣，｜132243｝
121476	｛4＃也｜132244｝
121477	
121478	｛2＃舌頭｜132246｝
121479	｛6＃最小的，｜132247｝
121480	｛3＃在百體裏｜132248｝
121481	｛5＃是｜132249｝
121482	｛7＃卻｜132250｝〈8＊能｜132259〉
121483	｛10＃大話。｜132251｝
121484	｛9＃說｜132252｝
121485	｛11＃看哪，｜132253｝
121486	｛12＃最小的｜132254｝
121487	｛13＃火，｜132255｝〈14＊能｜132260〉
121488	｛16＃最大的｜132256｝
121489	｛17＃樹林；｜132257｝
121490	｛15＃點著｜132258｝
121491	｛2＃就是｜132261｝
121492	
121493	｛1＃舌頭｜132263｝
121494	｛3＃火，｜132264｝
121495	
121496	｛12＃世界，｜132266｝
121497	｛11＃的｜132267｝
121498	｛10＃罪惡｜132268｝
121499	
121500	｛8＃舌頭｜132270｝
121501	｛9＃是個｜132271｝
121502	｛4＃在｜132272｝
121503	
121504	｛6＃百體｜132274｝〈7＊中，｜132292〉
121505	｛5＃我們｜132275｝
121506	
121507	｛13＃能污穢｜132277｝
121508	｛14＃全｜132278｝
121509	
121510	｛15＃身，｜132280｝
121511	｛16＃也能｜132281｝
121512	｛21＃點起來；｜132282｝
121513	｛19＃的｜132283｝
121514	｛20＃輪子｜132284｝
121515	｛17＃把｜132285｝
121516	｛18＃生命｜132286｝
121517	｛22＃並且｜132287｝
121518	｛25＃點着的。｜132288｝
121519	｛23＃是從｜132289｝
121520	
121521	｛24＃地獄裏｜132291｝
121522	｛1＃各｜132293｝
121523	
121524	｛2＃類的｜132295｝
121525	｛3＃走獸，｜132296｝
121526	
121527	
121528	｛4＃飛禽，｜132299｝
121529	｛5＃昆蟲，｜132300｝
121530	
121531	
121532	｛6＃水族，｜132303｝
121533	｛7＃本來都可以制伏，｜132304｝
121534	｛8＃也｜132305｝
121535	｛11＃制伏了；｜132306｝
121536	
121537	
121538	｛9＃已經被｜132309｝
121539	｛10＃人｜132310｝
121540	
121541	｛1＃惟獨｜132312｝
121542	｛2＃舌頭｜132313｝
121543	｛3＃沒有｜132314｝
121544	｛6＃制伏，｜132315｝
121545	｛5＃能｜132316｝
121546	｛4＃人｜132317｝
121547	｛7＃是不止息的｜132318｝
121548	｛8＃惡物；｜132319｝
121549	｛9＃滿了｜132320｝
121550	｛11＃毒氣。｜132321｝
121551	｛10＃害死人的｜132322｝
121552	〈1＊我們｜132341〉｛2＃用｜132323｝
121553	｛3＃舌頭｜132324｝
121554	｛4＃頌讚｜132325｝
121555	｛5＃那｜132326｝
121556	｛6＃為主｜132327｝
121557	
121558	｛7＃為父的，｜132329｝
121559	｛8＃又｜132330｝
121560	｛9＃用｜132331｝
121561	｛10＃舌頭｜132332｝
121562	｛11＃咒詛｜132333｝
121563	｛12＃那｜132334｝
121564	｛18＃人。｜132335｝
121565	｛17＃的｜132336｝
121566	｛13＃照着｜132337｝
121567	｛15＃形像｜132338｝
121568	｛14＃神｜132339｝
121569	｛16＃被造｜132340｝
121570	｛4＃從｜132342｝
121571	
121572	｛5＃一個｜132344｝
121573	｛6＃口裏｜132345｝
121574	｛7＃出來，｜132346｝
121575	｛1＃頌讚｜132347｝
121576	｛2＃和｜132348｝
121577	｛3＃咒詛｜132349｝
121578	｛12＃不｜132350｝
121579	｛13＃應當的。｜132351｝
121580	｛9＃弟兄們，｜132352｝
121581	｛8＃我的｜132353｝
121582	｛10＃這｜132354｝
121583	
121584	｛11＃是｜132356｝
121585	｛5＃能｜132357｝
121586	
121587	｛1＃泉源｜132359｝
121588	｛2＃從｜132360｝
121589	
121590	｛3＃一個｜132362｝
121591	｛4＃眼裏｜132363｝
121592	｛6＃發出｜132364｝
121593	
121594	｛7＃甜｜132366｝
121595	｛9＃兩樣的｜132367｝〈10＊水麼。｜132370〉
121596	
121597	｛8＃苦｜132369｝
121598	
121599	｛4＃能｜132372｝
121600	｛2＃弟兄們，｜132373｝
121601	｛1＃我的｜132374｝
121602	｛3＃無花果樹｜132375｝
121603	｛6＃橄欖麼，｜132376｝
121604	｛5＃生｜132377｝
121605	
121606	｛7＃葡萄樹｜132379｝〈8＊能結｜132386〉
121607	｛9＃無花果麼；｜132380｝
121608	｛12＃也不能｜132381｝
121609	｛10＃鹹｜132382｝〈11＊水裏｜132388〉
121610	｛14＃甜｜132383｝
121611	｛13＃發出｜132384｝
121612	｛15＃水來。｜132385｝
121613	｛3＃誰是｜132389｝
121614	｛4＃有智慧｜132390｝
121615	
121616	｛5＃有見識的呢；｜132392｝〈6＊他就當｜132406〉
121617	｛2＃中間｜132393｝
121618	｛1＃你們｜132394｝
121619	｛11＃顯｜132395｝
121620	｛12＃出｜132396｝
121621	
121622	｛14＃善｜132398｝
121623	｛15＃行｜132399｝
121624	
121625	｛16＃來。｜132401｝
121626	｛13＃他的｜132402｝
121627	｛7＃在｜132403｝
121628	｛9＃溫柔｜132404｝〈10＊上，｜132407〉
121629	｛8＃智慧的｜132405｝
121630	｛4＃若｜132408｝
121631	
121632	｛7＃嫉妒｜132410｝
121633	｛6＃苦毒的｜132411｝
121634	｛5＃懷着｜132412｝
121635	｛8＃和｜132413｝
121636	｛9＃分爭，｜132414｝
121637	｛3＃裏｜132415｝
121638	
121639	〈1＊你們｜132426〉｛2＃心｜132417｝
121640	
121641	｛10＃就不可｜132419｝
121642	｛11＃自誇，｜132420｝
121643	｛12＃也不可｜132421｝
121644	｛13＃說謊話｜132422｝
121645	｛14＃抵擋｜132423｝
121646	
121647	｛15＃真道。｜132425｝
121648	｛3＃不｜132428｝
121649	｛4＃是｜132429｝
121650	｛1＃這樣的｜132430｝
121651	
121652	｛2＃智慧，｜132432｝
121653	｛5＃從上頭｜132433｝
121654	｛6＃來的，｜132434｝
121655	｛7＃乃是｜132435｝
121656	｛8＃屬地的，｜132436｝
121657	｛9＃屬情慾的，｜132437｝
121658	｛10＃屬鬼魔的。｜132438｝
121659	｛1＃在何處｜132439｝〈2＊有｜132450〉
121660	
121661	｛3＃嫉妒｜132441｝
121662	
121663	｛4＃分爭，｜132443｝
121664	｛5＃就在何處｜132444｝〈6＊有｜132451〉
121665	｛7＃擾亂，｜132445｝
121666	｛8＃和｜132446｝
121667	｛9＃各樣的｜132447｝
121668	｛10＃壞｜132448｝
121669	｛11＃事。｜132449｝
121670	
121671	｛1＃惟獨｜132453｝
121672	｛2＃從上頭｜132454｝
121673	｛4＃智慧，｜132455｝
121674	｛5＃先｜132456｝
121675	｛3＃來的｜132457｝
121676	｛7＃清潔，｜132458｝
121677	｛6＃是｜132459｝
121678	｛8＃後是｜132460｝
121679	｛9＃和平，｜132461｝
121680	｛10＃溫良｜132462｝
121681	｛11＃柔順，｜132463｝
121682	｛12＃滿有｜132464｝
121683	｛13＃憐憫｜132465｝
121684	｛14＃多結｜132466｝
121685	｛16＃果，｜132467｝
121686	｛15＃善｜132468｝
121687	｛17＃沒有偏見，｜132469｝
121688	｛18＃沒有假冒。｜132470｝
121689	｛8＃果。｜132472｝
121690	｛1＃並且｜132473｝
121691	｛7＃義｜132474｝
121692	｛4＃是用｜132475｝
121693	｛5＃和平｜132476｝
121694	｛6＃所栽種的｜132477｝
121695	
121696	｛2＃使人｜132479｝
121697	｛3＃和平的，｜132480｝
121698	
121699	｛3＃爭戰｜132484｝
121700	
121701	｛5＃是從那裏來的呢；｜132486｝
121702	｛4＃鬥毆，｜132487｝
121703	｛2＃中間的｜132488｝
121704	｛1＃你們｜132489｝
121705	｛6＃不是｜132490｝
121706	｛13＃來的麼。｜132491｝
121707	｛7＃從｜132492｝
121708	
121709	｛12＃私慾｜132494｝
121710	
121711	
121712	｛11＃戰鬥之｜132497｝
121713	｛10＃中｜132498｝
121714	
121715	｛9＃百體｜132500｝
121716	｛8＃你們｜132501｝
121717	｛1＃你們貪戀，｜132503｝
121718	｛2＃還是｜132504｝
121719	｛4＃不着；｜132505｝
121720	｛3＃得｜132506｝
121721	｛5＃你們殺害｜132507｝
121722	
121723	｛6＃嫉妒，｜132509｝
121724	｛7＃又｜132510｝
121725	｛11＃不｜132511｝
121726	｛12＃能｜132512｝
121727	｛13＃得；｜132513｝〈14＊你們｜132525〉
121728	｛8＃鬥毆｜132514｝
121729	
121730	｛9＃爭戰，｜132516｝〈10＊也｜132524〉
121731	｛16＃不着；｜132517｝
121732	｛15＃得｜132518｝
121733	｛17＃是因為｜132519｝
121734	
121735	｛19＃不｜132521｝
121736	｛20＃求。｜132522｝
121737	｛18＃你們｜132523｝
121738	｛1＃你們求｜132526｝
121739	｛2＃也｜132527｝
121740	｛4＃不｜132528｝〈5＊着，｜132539〉
121741	｛3＃得｜132529｝
121742	｛6＃是因為｜132530｝〈7＊你們｜132540〉
121743	｛8＃妄｜132531｝
121744	｛9＃求，｜132532｝
121745	｛10＃要｜132533｝
121746	｛12＃在｜132534｝
121747	
121748	｛14＃宴樂｜132536｝〈15＊中。｜132541〉
121749	｛13＃你們的｜132537｝
121750	｛11＃浪費｜132538｝
121751	｛1＃你們這些淫亂的人哪，〔淫亂的人原文作淫婦〕｜132542｝
121752	｛2＃豈不｜132543｝
121753	｛3＃知｜132544｝
121754	｛8＃就｜132545｝
121755	｛4＃與｜132546｝
121756	｛7＃友，｜132547｝
121757	｛6＃為｜132548｝
121758	｛5＃世俗｜132549｝
121759	｛12＃敵麼；｜132550｝
121760	｛11＃為｜132551｝
121761	｛10＃與神｜132552｝
121762	｛9＃是｜132553｝
121763	｛20＃就是｜132554｝
121764	｛14＃凡｜132555｝
121765	｛13＃所以｜132556｝
121766	｛15＃想要｜132557｝
121767	｛19＃友的，｜132558｝
121768	｛18＃為｜132559｝
121769	｛16＃與｜132560｝
121770	｛17＃世俗｜132561｝
121771	｛23＃敵了。｜132562｝
121772	
121773	｛21＃與神｜132564｝
121774	｛22＃為｜132565｝
121775	
121776	｛1＃你們想｜132569｝
121777	｛4＃是｜132570｝
121778	｛5＃徒然的麼；｜132571｝
121779	
121780	｛2＃經上｜132573｝
121781	｛3＃所說｜132574｝
121782	｛14＃至於｜132575｝
121783	｛15＃嫉妒麼。｜132576｝
121784	｛13＃是戀愛｜132577｝
121785	｛11＃的｜132578｝
121786	｛12＃靈，｜132579｝
121787	｛6＃神所賜｜132580｝
121788	｛7＃住｜132581｝〈8＊在｜132584〉
121789	｛10＃裏面｜132582｝
121790	｛9＃我們｜132583｝
121791	｛3＃更多的｜132585｝
121792	｛1＃但｜132586｝
121793	｛2＃他賜｜132587｝
121794	｛4＃恩典；｜132588｝
121795	｛5＃所以｜132589｝
121796	｛6＃經上說，｜132590｝
121797	
121798	｛7＃神｜132592｝
121799	｛9＃驕傲的人，｜132593｝〈10＊賜｜132599〉
121800	｛8＃阻擋｜132594｝
121801	｛13＃謙卑的人。｜132595｝
121802	
121803	｛12＃給｜132597｝
121804	｛11＃恩｜132598｝
121805	｛2＃你們要順服｜132600｝
121806	｛1＃故此｜132601｝
121807	
121808	｛3＃神；｜132603｝
121809	｛5＃抵擋｜132604｝
121810	｛4＃務要｜132605｝
121811	
121812	｛7＃魔鬼，｜132607｝〈8＊魔鬼｜132612〉
121813	｛9＃就必｜132608｝
121814	｛12＃逃跑了。｜132609｝
121815	｛10＃離開｜132610｝
121816	｛11＃你們｜132611｝
121817	｛1＃你們親近｜132613｝
121818	
121819	｛2＃神，｜132615｝〈3＊神｜132626〉
121820	｛4＃就必｜132616｝
121821	｛5＃親近｜132617｝
121822	｛6＃你們。｜132618｝
121823	｛8＃要潔淨｜132619｝
121824	｛9＃你們的手。｜132620｝
121825	｛7＃有罪的人哪，｜132621｝
121826	
121827	｛11＃要清潔｜132623｝
121828	｛12＃你們的心。｜132624｝
121829	｛10＃心懷二意的人哪，｜132625｝
121830	｛1＃你們要愁苦，｜132627｝
121831	
121832	｛2＃悲哀，｜132629｝
121833	
121834	｛3＃哭泣；｜132631｝
121835	｛4＃將｜132632｝
121836	｛5＃喜笑｜132633｝
121837	
121838	｛7＃作｜132635｝
121839	｛8＃悲哀，｜132636｝
121840	｛6＃變｜132637｝
121841	
121842	
121843	｛9＃歡樂｜132640｝
121844	｛10＃變作｜132641｝
121845	｛11＃愁悶。｜132642｝
121846	｛4＃自卑，｜132643｝〈5＊主｜132650〉
121847	｛3＃面前｜132644｝
121848	
121849	〈1＊務要在｜132649〉｛2＃主｜132645｝
121850	｛6＃就必｜132646｝
121851	｛8＃升高。｜132647｝
121852	｛7＃叫你們｜132648｝
121853	｛2＃你們不可｜132651｝
121854	｛4＃批評；｜132652｝
121855	｛3＃彼此｜132653｝
121856	｛1＃弟兄們，｜132654｝
121857	
121858	｛5＃人若批評｜132656｝
121859	｛6＃弟兄，｜132657｝
121860	
121861	｛7＃論斷｜132659｝
121862	
121863	｛8＃弟兄，｜132661｝
121864	
121865	｛9＃就是批評｜132663｝
121866	｛10＃律法，｜132664｝
121867	
121868	｛11＃論斷｜132666｝
121869	｛12＃律法；｜132667｝
121870	｛13＃你若｜132668｝
121871	
121872	｛15＃律法，｜132670｝〈16＊就｜132678〉
121873	｛14＃論斷｜132671｝
121874	｛17＃不｜132672｝
121875	｛18＃是｜132673｝
121876	｛19＃遵行｜132674｝
121877	｛20＃律法，｜132675｝
121878	｛21＃乃是｜132676｝
121879	｛22＃判斷人的。｜132677｝
121880	｛5＃一位，｜132679｝
121881	｛4＃只有｜132680｝
121882	
121883	｛1＃設立律法｜132682｝
121884	｛2＃和｜132683｝
121885	｛3＃判斷人的，｜132684｝
121886	｛6＃就是那｜132685｝
121887	｛7＃能｜132686｝
121888	｛8＃救人｜132687｝
121889	｛9＃也能｜132688｝
121890	｛10＃滅人的；｜132689｝
121891	｛11＃你｜132690｝
121892	｛14＃竟敢｜132691｝
121893	｛13＃誰，｜132692｝
121894	｛12＃是｜132693｝
121895	
121896	｛15＃論斷｜132695｝
121897	
121898	｛16＃別人呢。｜132697｝
121899	｛1＃嗐，｜132699｝
121900	
121901	｛2＃你們有｜132701｝
121902	｛3＃話說，｜132702｝
121903	｛4＃今天｜132703｝
121904	
121905	｛5＃明天｜132705｝〈6＊我們要｜132719〉
121906	｛10＃去，｜132706｝
121907	｛7＃往｜132707｝
121908	｛8＃某｜132708｝
121909	
121910	｛9＃城裏｜132710｝
121911	
121912	｛12＃住｜132712｝
121913	｛11＃在那裏｜132713｝
121914	｛13＃一年，｜132714｝
121915	
121916	｛14＃作買賣｜132716｝
121917	
121918	｛15＃得利；｜132718｝
121919	｛3＃如何，｜132720｝〈4＊你們｜132741〉
121920	｛5＃還不｜132721｝
121921	｛6＃知道。｜132722｝
121922	
121923	
121924	〈1＊其實｜132740〉｛2＃明天｜132725｝
121925	｛9＃是甚麼呢；｜132726｝
121926	
121927	｛8＃生命｜132728｝
121928	｛7＃你們的｜132729｝
121929	｛12＃一片雲霧，｜132730｝
121930	｛10＃你們原來｜132731｝
121931	｛11＃是｜132732｝
121932	
121933	
121934	｛14＃少時｜132735｝
121935	｛13＃出現｜132736｝
121936	｛15＃就｜132737｝
121937	
121938	｛16＃不見了。｜132739｝
121939	｛2＃只｜132742｝
121940	｛3＃當｜132743｝
121941	｛4＃說，｜132744｝
121942	｛1＃你們｜132745｝
121943	｛6＃若｜132746｝
121944	
121945	｛5＃主｜132748｝
121946	｛7＃願意，｜132749｝〈8＊我們｜132757〉
121947	｛9＃就｜132750｝
121948	｛10＃可以活着，｜132751｝
121949	｛11＃也｜132752｝
121950	｛12＃可以作｜132753｝
121951	｛13＃這事，｜132754｝
121952	｛14＃或作｜132755｝
121953	｛15＃那事。｜132756｝
121954	｛1＃現今｜132758｝〈2＊你們｜132770〉
121955	｛3＃竟｜132759｝
121956	｛6＃誇口；｜132760｝
121957	｛4＃以｜132761｝
121958	
121959	｛5＃張狂｜132763｝
121960	
121961	｛7＃凡｜132765｝
121962	｛9＃誇口｜132766｝
121963	｛8＃這樣｜132767｝
121964	｛11＃惡的。｜132768｝
121965	｛10＃都是｜132769｝
121966	｛1＃人若知道｜132771｝
121967	
121968	｛3＃善，｜132773｝
121969	｛2＃行｜132774｝
121970	｛4＃卻｜132775｝
121971	｛5＃不｜132776｝
121972	｛6＃去行，｜132777｝
121973	｛9＃罪了。｜132778｝
121974	｛8＃他的｜132779｝
121975	｛7＃這就是｜132780｝
121976	｛1＃嗐，｜132781｝
121977	
121978	｛2＃你們這些｜132783｝
121979	｛3＃富足人哪，｜132784｝
121980	｛4＃應當哭泣，｜132785｝
121981	｛5＃號咷，｜132786｝
121982	｛6＃因為｜132787｝
121983	
121984	｛7＃將有苦難｜132789｝
121985	｛9＃你們身上。｜132790｝
121986	
121987	｛8＃臨到｜132792｝
121988	｛2＃的｜132793｝
121989	｛3＃財物｜132794｝
121990	｛1＃你們｜132795｝
121991	｛4＃壞了，｜132796｝
121992	｛6＃也｜132797｝
121993	
121994	｛5＃衣服｜132799｝
121995	
121996	｛8＃蟲子咬了。｜132801｝
121997	｛7＃被｜132802｝
121998	
121999	｛2＃金｜132804｝
122000	｛1＃你們的｜132805｝
122001	
122002	
122003	｛3＃銀｜132808｝
122004	｛4＃都長了銹；｜132809｝
122005	
122006	
122007	｛6＃銹｜132812｝
122008	｛5＃那｜132813｝
122009	｛10＃不是，｜132814｝
122010	｛8＃證明｜132815｝
122011	｛9＃你們的｜132816｝
122012	｛7＃要｜132817｝
122013	｛11＃又要｜132818｝
122014	｛12＃喫｜132819｝
122015	
122016	｛14＃肉，｜132821｝
122017	｛13＃你們的｜132822｝
122018	｛15＃如同｜132823｝
122019	｛16＃火｜132824｝〈17＊燒。｜132829〉〈18＊你們｜132830〉
122020	｛23＃積儹錢財。｜132825｝
122021	｛19＃在｜132826｝
122022	｛20＃這末｜132827｝
122023	｛21＃世，｜132828｝〈22＊只知｜132831〉
122024	
122025	｛9＃這工錢｜132833｝
122026	｛8＃工錢；｜132834｝
122027	｛7＃他們的｜132835｝
122028	｛1＃工人｜132836｝
122029	
122030	｛3＃收割｜132838｝〈4＊莊稼，｜132858〉
122031	
122032	
122033	｛2＃給你們｜132841｝
122034	
122035	｛6＃虧欠｜132843｝
122036	
122037	｛5＃你們｜132845｝
122038	｛10＃有聲音呼叫；｜132846｝
122039	｛11＃並且｜132847｝
122040	｛12＃那｜132848｝
122041	｛15＃冤聲，｜132849｝
122042	｛14＃的｜132850｝
122043	｛13＃收割之人｜132851｝
122044	
122045	｛20＃的｜132853｝
122046	｛21＃耳了。｜132854｝
122047	｛19＃主｜132855｝
122048	｛18＃萬軍之｜132856｝
122049	｛16＃已經入｜132857｝〈17＊了｜132859〉
122050	｛5＃享美福，｜132860｝
122051	〈1＊你們｜132873〉｛2＃在｜132861｝
122052	
122053	｛3＃世｜132863｝〈4＊上｜132874〉
122054	
122055	｛6＃好宴樂，｜132865｝
122056	｛10＃竟嬌養｜132866｝
122057	
122058	｛12＃心。｜132868｝
122059	｛11＃你們的｜132869｝
122060	｛7＃當｜132870｝
122061	｛9＃日子｜132871｝
122062	｛8＃宰殺的｜132872｝
122063	｛1＃你們定了｜132875｝
122064	｛4＃把他殺害，｜132876｝〈5＊他｜132882〉〈6＊也｜132883〉
122065	｛3＃的罪，｜132877｝
122066	｛2＃義人｜132878｝
122067	｛7＃不｜132879｝
122068	｛8＃抵擋｜132880｝
122069	｛9＃你們。｜132881｝
122070	｛2＃你們要忍耐，｜132884｝
122071	
122072	｛1＃弟兄們哪，｜132886｝
122073	｛3＃直到｜132887｝
122074	
122075	｛5＃來。｜132889｝
122076	
122077	｛4＃主｜132891｝
122078	｛6＃看哪，｜132892｝
122079	
122080	｛7＃農夫｜132894｝
122081	｛9＃等候｜132895｝
122082	
122083	｛12＃寶貴的｜132897｝
122084	｛13＃出產，｜132898｝
122085	｛11＃裏｜132899｝
122086	｛10＃地｜132900｝
122087	｛8＃忍耐｜132901｝
122088	
122089	
122090	｛14＃直到｜132904｝
122091	｛15＃得了｜132905｝
122092	｛16＃秋｜132906｝〈17＊雨｜132909〉
122093	
122094	｛18＃春雨。｜132908｝
122095	｛3＃當忍耐，｜132911｝
122096	｛2＃也｜132912｝
